Brief Name,Client,Shortlisted Agency,Agency Skills,Agency Industries,Service Description,Agency Description,Agency services,Other Services,Vision,Industry Experience,Agency Locations,Brief Region,Status,Winning Agency,Number of Agencies Shortlisted Brief,Client_WA_Interaction,Project extension with same agency,Client selected agency themselves from marketplace,Right geography / time zone,Strong skill set match,Deep / relevant sector expertise,Good cultural fit,Right price level,Strong track record,Match Score,Lead_George Patten,Lead_Gideon Hyde,Lead_Hannah Fraser,Lead_Kate Walker,Lead_Paul Bowman,Lead_Peter Sayburn,Lead_Phil Kohler,Lead_Robin Scarborough,Sub Brief Taxonomy,Main Brief Taxonomy
Future app vision,JLR,Rip + Tear,,,,We are an innovation-led experience design company,"(UX/UI_Design), (Strategic_Design)",(innovation),,,United Kingdom,united kingdom,Archived,"Rip + Tear,Remesh",2,1.0,0,0.0,0,1,0,1,1,0,0.5116279069767441,0,0,0,0,0,1,0,0,"(Business_Strategy), (Customer_Strategy), (Proposition_Design), (Customer_Experience_Design)","(Customer & Business Strategy), (Experience & Design)"
Future app vision,JLR,Remesh,"(Qualitative_Research), (Quantitative_Research), (Research_Tools), (Segmentation)",(B2B),Our team can help you better understand your audience regardless of who or where they are.,Our team can help you better understand your audience regardless of who or where they are.,(Research_&_Insight),(Research),"The Remesh platform allows you to have a live conversation with your customers at scale, powered by AI.","Consulting,FMCG,Automotive","Australia, United Kingdom, United States",united kingdom,Archived,"Rip + Tear,Remesh",2,1.0,0,0.0,1,1,0,0,1,1,0.5581395348837208,0,0,0,0,0,1,0,0,"(Business_Strategy), (Customer_Strategy), (Proposition_Design), (Customer_Experience_Design)","(Customer & Business Strategy), (Experience & Design)"
JLR Panthera OneApp Design Project Extension - Luxury CRM Service Design,JLR,Nimbletank,"(Business_Strategy), (Customer_Strategy), (Digital_Strategy), (Experience_Strategy), (Loyalty_Strategy), (Product_Strategy), (Dashboarding_&_Measurement), (Future_Trends), (Qualitative_Research), (Quantitative_Research), (Customer_Experience_Design), (Proposition_Design), (Service_Design), (UX_/_UI_Design), (Software_Development), (Employee_Experience)","(Alcoholic_Beverages), (Automotive), (Education), (Financial_Services), (Healthcare), (Professional_Services), (Retail), (Technology), (Information_and_Media), (Utilities), (Scale-up), (Start-up)",Creative certainty for the world's leading brands,Forward thinkers for change makers,"(Proposition_Design), (UX/UI_Design), (Software_Development), (Research_&_Insight), (Strategic_Design)","(Prototyping), (Outcome_forecasting), (Research_and_strategy), (Customer_Experience), (Vision_and_proposition_design), (Product_and_service_design), (UX/UI_design), (User_testing), (modelling_and_value_case_creation)",Creative Certainty for the World's Leading Brands,"Healthcare,Tech,Retail,Financial Services,Gold,Music,Energy",United Kingdom,united kingdom,Started,Nimbletank,1,2.0,1,0.0,0,0,0,0,0,0,0.0465116279069767,0,0,1,0,0,0,0,0,(Experience_Strategy),(Customer & Business Strategy)
Panthera App Experience Design Vision,JLR,CreateFuture,"(Business_Strategy), (Customer_Strategy), (Digital_Strategy), (Experience_Strategy), (Growth_&_Innovation_Strategy), (Loyalty_Strategy), (New_Venture_Strategy), (Product_Strategy), (Qualitative_Research), (Quantitative_Research), (Brand_Design), (Customer_Experience_Design), (Graphic_Design), (Proposition_Design), (Service_Design), (UX_/_UI_Design), (Brand_Strategy), (Corporate_Communications), (Change_Management), (Employee_Experience), (EVP_/_Employer_Branding), (Internal_Communications), (Learning_&_Development), (Purpose), (Values_&_Culture)","(Alcoholic_Beverages), (Financial_Services), (Food_and_Beverage_Services), (Pharmaceutical), (Professional_Services), (Technology), (Information_and_Media), (Scale-up)",CreateFuture is an innovation & design company. We develop new and improved products and services for global brands.,CreateFuture is an innovation & design company. We develop new and improved products and services for global brands.,"(Research_&_Insight), (Proposition_Design), (Strategic_Design), (B_Corp)","(Proposition
New_ideas_for_products_and_services_that_create_growth_from_within.

Market_research_
Business_model_design
Proposition_development_
Service_mapping_&_opportunity_spotting
Partner_selection_and_oversight
Roll-out_support


Brand_
Crafting_brands_that_motivate_colleagues_and_move_customers.

Research;_quantitative_&_qualitative
Brand_strategy_
Verbal_brand
Visual_identity_&_logo_design
Narrative_&_messaging
Launch_planning_&_activation_
__

Experience_
Powerful_experiences_to_connect_with_your_customers_and_drive_results.

Colleague_&_Customer
Research_and_insight_gathering
Planning_&_strategy_development_
Employee_experience_design_
Culture_and_capability_building
Service_design
Journey_mapping_and_design
Storytelling__

Digital
Full_website_&_digital_experience_discovery), (definition_&_design_
Planning_&_strategy_development_
Roadmap_&_Backlog_planning
Journey_and_service_mapping
UX_and_detailed_design_definition
Prototyping_&_interaction_design_
Design_system_setup
Content_strategy_&_copy_direction

Marketing
Marketing_strategy_development
Campaign_strategy_&_planning_
Comms_planning
Experiential_activations_
Idea_generation_
Content_strategy_&_copy_direction
Production_oversight_and_partner_selection
Creative_direction)",,,United Kingdom,united kingdom,Started,Nimbletank,4,2.0,0,0.0,0,1,1,1,1,1,0.8372093023255813,0,0,1,0,0,0,0,0,(Experience_Strategy),(Customer & Business Strategy)
Panthera App Experience Design Vision,JLR,xDesign,"(Business_Strategy), (Customer_Strategy), (Data_Strategy), (Digital_Strategy), (Experience_Strategy), (Growth_&_Innovation_Strategy), (Loyalty_Strategy), (New_Venture_Strategy), (Product_Strategy), (Sustainability_Strategy), (Customer_Data_Platforms), (Dashboarding_&_Measurement), (Data_Analytics), (Data_Visualisation), (Future_Trends), (Brand_Design), (Customer_Experience_Design), (Graphic_Design), (Proposition_Design), (Service_Design), (Spatial_Design), (UX_/_UI_Design), (AR_/_VR), (Artificial_Intelligence), (Blockchain_/_Web_3), (CMS_/_DXP), (CRM_Implementation), (eCommerce_&_Marketplaces), (MarTech_Implementation), (Mobile_App_Development), (Software_Development), (Web_Development), (Change_Management), (Employee_Experience), (EVP_/_Employer_Branding), (Internal_Communications), (Learning_&_Development), (Purpose), (Values_&_Culture), (Recruitment_Campaigns)","(Administrative_and_Support_Services), (Alcoholic_Beverages), (Automotive), (Beauty), (Construction), (Education), (Entertainment), (Fashion), (Financial_Services), (FMCG), (Food_and_Beverage_Services), (Gaming), (Government), (Grocery), (Healthcare), (Hospitality), (Industry_Associations), (Manufacturing), (Not-for-Profit), (Oil), (Gas), (and_Mining), (Pharmaceutical), (Professional_Services), (QSR_(Quick_Service_Restaurant)), (Real_Estate), (Retail), (Technology), (Information_and_Media), (Telecommunications), (Transportation), (Logistics), (Supply_Chain_and_Storage), (Travel_and_Tourism), (Utilities), (Scale-up), (Start-up)",Software Engineering Agency,We accelerate global brands digital product delivery.,(Software_Development),"(Software_Engineering), (Mobile_App_Development), (Web_App_Development)",,,"United Kingdom, United States",united kingdom,Started,Nimbletank,4,2.0,0,0.0,0,1,1,0,1,1,0.6976744186046511,0,0,1,0,0,0,0,0,(Experience_Strategy),(Customer & Business Strategy)
Panthera App Experience Design Vision,JLR,Nimbletank,"(Business_Strategy), (Customer_Strategy), (Digital_Strategy), (Experience_Strategy), (Loyalty_Strategy), (Product_Strategy), (Dashboarding_&_Measurement), (Future_Trends), (Qualitative_Research), (Quantitative_Research), (Customer_Experience_Design), (Proposition_Design), (Service_Design), (UX_/_UI_Design), (Software_Development), (Employee_Experience)","(Alcoholic_Beverages), (Automotive), (Education), (Financial_Services), (Healthcare), (Professional_Services), (Retail), (Technology), (Information_and_Media), (Utilities), (Scale-up), (Start-up)",Creative certainty for the world's leading brands,Forward thinkers for change makers,"(Proposition_Design), (UX/UI_Design), (Software_Development), (Research_&_Insight), (Strategic_Design)","(Prototyping), (Outcome_forecasting), (Research_and_strategy), (Customer_Experience), (Vision_and_proposition_design), (Product_and_service_design), (UX/UI_design), (User_testing), (modelling_and_value_case_creation)",Creative Certainty for the World's Leading Brands,"Healthcare,Tech,Retail,Financial Services,Gold,Music,Energy",United Kingdom,united kingdom,Started,Nimbletank,4,2.0,0,0.0,0,1,1,1,1,1,0.8372093023255813,0,0,1,0,0,0,0,0,(Experience_Strategy),(Customer & Business Strategy)
Panthera App Experience Design Vision,JLR,Shoreditch Design Studio,"(Brand_Design), (UX_&_UI_Design), (Mobile_App_Development), (Brand_Strategy), (Video_Production)",(B2B),The creative agency for your next big thing,The creative agency for your next big thing,"(Strategic_Design), (UX/UI_Design)","(Product_Design), (Print_Design), (Animation), (Illustration)","We create high quality digital design for businesses. UI, UX, branding, illustration, mobile design and more. You talk directly to designers who will turn your expectations into reality at speed.","Automotive,Fitness,Health,Insurance,Fintech,Tech,Retail","Australia, United Kingdom, United States",united kingdom,Started,Nimbletank,4,2.0,0,0.0,0,1,1,0,0,0,0.4651162790697674,0,0,1,0,0,0,0,0,(Experience_Strategy),(Customer & Business Strategy)
UX/UI Retained Squads,JLR,Shoreditch Design Studio,"(Brand_Design), (UX_&_UI_Design), (Mobile_App_Development), (Brand_Strategy), (Video_Production)",(B2B),The creative agency for your next big thing,The creative agency for your next big thing,"(Strategic_Design), (UX/UI_Design)","(Product_Design), (Print_Design), (Animation), (Illustration)","We create high quality digital design for businesses. UI, UX, branding, illustration, mobile design and more. You talk directly to designers who will turn your expectations into reality at speed.","Automotive,Fitness,Health,Insurance,Fintech,Tech,Retail","Australia, United Kingdom, United States",united kingdom,Started,The Bang,3,2.0,0,0.0,1,1,1,1,1,1,0.9302325581395348,0,0,1,0,0,0,0,0,(User_Experience/User_Interface_Design),(User_Experience/User_Interface_Design)
UX/UI Retained Squads,JLR,Hedgehog Lab,,,"Digital products, mobile and web",#1 Mobile App & Web App Development Studio,"(UX/UI_Design), (Strategic_Design), (Software_Development)","(Mobile_App_Development), (Web_Development), (Digital_Product_Development)",To be the most respected digital product studio in the world ,"Financial Services,Insurance,Fintech,Energy,Retail,Telco,Utilities,Technology,Pensions","United Kingdom, United States",united kingdom,Started,The Bang,3,2.0,0,0.0,1,1,1,0,1,1,0.7906976744186045,0,0,1,0,0,0,0,0,(User_Experience/User_Interface_Design),(User_Experience/User_Interface_Design)
UX/UI Retained Squads,JLR,The Bang,"(Brand_Design), (UX_&_UI_Design), (Blockchain_/_Web_3), (Web_Development)",(B2B),UX & UI Studio,"The app, web & brand design studio","(UX/UI_Design), (Strategic_Design), (Brand_Strategy)",,To encourage future generations to enjoy managing their finances by designing frictionless and magnetic digital products,"Financial Services,Fintech,Health,Pensions,Insurance,FMCG",United Kingdom,united kingdom,Started,The Bang,3,2.0,0,0.0,1,1,1,1,1,1,0.9302325581395348,0,0,1,0,0,0,0,0,(User_Experience/User_Interface_Design),(User_Experience/User_Interface_Design)
Retail Brand Positioning,L&G,Studio Something,"(Brand_Design), (Advertising), (Brand_Strategy), (Social_Media), (Creative_Production), (Digital_Campaign_Development), (Copywriting), (Video_Production), (Experiential_Marketing), (Internal_Communications)","(Alcoholic_Beverages), (Education), (Entertainment), (FMCG), (Food_and_Beverage_Services), (Gaming), (Government), (Grocery), (Manufacturing), (Not-for-Profit), (Scale-up)",Creative & Entertainment,Make something people genuinely like.,"(Brand_Strategy), (Creative_&_Production), (Marketing_Planning)","(Broadcast_entertainment), (brand_design)",Make Something People Genuinely Want,"Financial Services,FMCG,Entertainment,Pensions",United Kingdom,united kingdom,Started,Daughter Studio,6,1.0,0,0.0,0,1,0,1,0,1,0.4651162790697674,0,0,1,0,0,0,0,0,(Brand_Strategy),(Advertising_Brand & Creative)
Retail Brand Positioning,L&G,2050London,"(Brand_Design), (Graphic_Design), (Proposition_Design), (Advertising), (Brand_Strategy), (Social_Media), (Creative_Production), (Copywriting), (Video_Production), (Purpose), (Values_&_Culture)","(Alcoholic_Beverages), (Automotive), (Entertainment), (Fashion), (Financial_Services), (FMCG), (Food_and_Beverage_Services), (Gaming), (Government), (Grocery), (Healthcare), (Not-for-Profit), (Professional_Services), (Retail), (Technology), (Information_and_Media), (Telecommunications), (Scale-up), (Start-up)",Changing the future with postively bonkers ideas,Changing the future with positively bonkers ideas,"(Brand_Strategy), (Proposition_Design), (Creative_&_Production), (Social_&_Content)",(Brand_campaigns),Where the positively bonkers ideas change the future fast.,"Health,Retail,FMCG,Tech,Advertising,Food,Non-Profit,Travel",United Kingdom,united kingdom,Started,Daughter Studio,6,1.0,0,0.0,0,1,0,0,0,1,0.3255813953488372,0,0,1,0,0,0,0,0,(Brand_Strategy),(Advertising_Brand & Creative)
Retail Brand Positioning,L&G,Daughter Studio,"(Business_Strategy), (Customer_Strategy), (Qualitative_Research), (Brand_Design), (Graphic_Design), (Proposition_Design), (UX_/_UI_Design), (Advertising), (Brand_Strategy), (Social_Media), (Creative_Production), (Digital_Campaign_Development), (Copywriting), (Video_Production), (Corporate_Communications), (PR), (Shopper_/_PoS_marketing), (Internal_Communications), (Purpose), (Values_&_Culture), (Recruitment_Campaigns)","(Alcoholic_Beverages), (Automotive), (Beauty), (Education), (Entertainment), (Fashion), (Financial_Services), (FMCG), (Food_and_Beverage_Services), (Government), (Grocery), (Hospitality), (Industry_Associations), (Manufacturing), (Not-for-Profit), (Professional_Services), (Technology), (Information_and_Media), (Travel_and_Tourism), (Utilities), (Scale-up), (Start-up)",Independent creative agency of senior thinkers and doers.,Independent creative agency of senior thinkers and doers.,"(Brand_Strategy), (Creative_&_Production), (Marketing_Planning)",,We give brands the impact they deserve by separating them from the crowd.,"Financial Services,Automotive,Utilities,Entertainment",United Kingdom,united kingdom,Started,Daughter Studio,6,1.0,0,1.0,0,0,0,0,0,0,0.0232558139534883,0,0,1,0,0,0,0,0,(Brand_Strategy),(Advertising_Brand & Creative)
Retail Brand Positioning,L&G,Blue Feathers,"(Business_Strategy), (CRM_Strategy), (Customer_Strategy), (Experience_Strategy), (Growth_&_Innovation_Strategy), (Loyalty_Strategy), (Product_Strategy), (Sustainability_Strategy), (Future_Trends), (Brand_Strategy), (Change_Management), (Employee_Experience), (EVP_/_Employer_Branding), (Internal_Communications), (Learning_&_Development), (Purpose), (Values_&_Culture)","(Alcoholic_Beverages), (Beauty), (Education), (Entertainment), (Fashion), (Financial_Services), (FMCG), (Grocery), (Healthcare), (Oil), (Gas), (and_Mining), (Retail), (Travel_and_Tourism), (Utilities)",We work with ambitious marketing leaders and their teams to help them navigate established brands through complex and competitive markets.,We work with ambitious marketing leaders and their teams to help them navigate established brands through complex and competitive markets.,"(Brand_Strategy), (Proposition_Design), (CRM_&_Loyalty)",,Specialists in brand strategy and proposition development,"Insurance,Financial Services,Waste Management,Education",United Kingdom,united kingdom,Started,Daughter Studio,6,1.0,0,1.0,0,0,0,0,0,0,0.0232558139534883,0,0,1,0,0,0,0,0,(Brand_Strategy),(Advertising_Brand & Creative)
